학교명,도로명주소,위도,경도,법정동,행정동
어정중학교,"경기도 용인시 기흥구 동백죽전대로527번길 83(중동, 어정중학교)",37.28072654,127.1451478,중동,동백3동
천마중학교,"경기도 남양주시 화도읍 먹갓로28번길 12(화도읍, 천마중학교)",37.65616529,127.2767586,화도읍 묵현리,화도읍
미사강변중학교,경기도 하남시 미사강변한강로 89(선동),37.57788767,127.1856213,선동,미사2동
도래울중학교,경기도 고양시 덕양구 도래울로 57(도내동),37.63190171,126.8686626,도내동,흥도동
한별중학교,경기도 남양주시 별내4로 70(별내동),37.64880857,127.1188629,별내동,별내동
위례중학교,"경기도 하남시 위례순환로 343, 위례중학교 (학암동)",37.4772169,127.1483118,학암동,위례동
은가람중학교,경기도 하남시 미사강변한강로 9(선동),37.5759643,127.1770753,선동,미사2동
미사중학교,경기도 하남시 미사강변한강로334번길 70(망월동),37.55857099,127.1996957,망월동,미사1동
옥길중학교,"경기도 부천시 양지로 234-41(옥길동, 옥길중학교)",37.4638567,126.8266497,옥길동,옥길동
박달중학교,"경기도 안양시 만안구 박달로418번길 70, 박달중학교 (박달동)",37.39939795,126.8970462,박달동,호현동
갈매중학교,"경기도 구리시 갈매순환로 121(갈매동, 갈매중학교)",37.63093445,127.1197809,갈매동,갈매동
윤슬중학교,"경기도 하남시 풍산로 168, 윤슬중학교 (망월동)",37.5634421,127.1815823,망월동,미사1동
남양주다산중학교,"경기도 남양주시 다산중앙로172번길 50, 남양주다산중학교 (다산동)",37.62784624,127.1587109,다산동,다산1동
창성중학교,경기도 성남시 수정구 수정로 400(산성동),37.46073862,127.1535099,산성동,산성동
이산중학교,"경기도 화성시 동탄구 동탄감배산로 51, 이산중학교 (오산동)",37.19125691,127.0893594,여울동,동탄6동
도당중학교,"경기도 부천시 평천로849번길 58, 도당중학교 (도당동)",37.51804743,126.787367,도당동,도당동
다산한강중학교,"경기도 남양주시 다산지금로145번길 20(다산동, 다산한강중학교)",37.59929572,127.1755838,다산동,다산2동
빛가온중학교,"경기도 광명시 오리로84번길 16, 16 (일직동)",37.41214809,126.8837092,일직동,일직동
향동중학교,경기도 고양시 덕양구 향동1로 38(향동동),37.60301142,126.8953017,향동동,화전동
감일중학교,경기도 하남시 감일백제로 55(감이동),37.50118776,127.1623407,감이동,감일동
지축중학교,"경기도 고양시 덕양구 오부자2길 14, 지축중학교 (지축동)",37.65242981,126.9177179,지축동,효자동
안산해솔중학교,경기도 안산시 상록구 해양5로 10(사동),37.2813567,126.833862,사동,해양동
다산새봄중학교,경기도 남양주시 다산순환로 435 (다산동),37.61885896,127.1592071,다산동,다산1동
감일백제중학교,경기도 하남시 감일백제로 210감일동,37.50996779,127.1511976,감일동,감일동
나래중학교,"경기도 김포시 김포한강9로 19(구래동, 나래중학교)",37.63907449,126.6257301,구래동,구래동
범박중학교,"경기도 부천시 양지남로 69-16, 범박중학교 (범박동, 범박중학교)",37.46915858,126.8145241,범박동,옥길동
향산중학교,"경기도 김포시 고촌읍 상미1로 26(고촌읍, 향산초중학교)",37.61958072,126.749325,고촌읍 향산리,고촌읍
덕은한강중학교,경기도 고양시 덕양구 대덕산로 111(덕은동),37.58225939,126.8686047,덕은동,대덕동
모담중학교,경기도 김포시 운양로 158(운양동),37.65673016,126.674743,운양동,운양동
하랑중학교,"경기도 남양주시 백봉로 92, 하랑중학교 (호평동)",37.64995713,127.2550792,호평동,호평동
판교대장중학교,"경기도 성남시 분당구 판교대장로5길 71, 판교대장중학교 (대장동)",37.36857029,127.0696782,대장동,운중동
과천율목중학교,경기도 과천시 과천대로2길 37(갈현동),37.40757059,126.9826041,갈현동,갈현동
옥길새길중학교,경기도 부천시 소사구 양지로166번길 45옥길새길중학교(옥길동),37.46773373,126.818591,옥길동,옥길동
한홀중학교,경기도 하남시 조정대로 115 한홀중학교(풍산동),37.55445311,127.1915716,풍산동,미사3동
처인중학교,경기도 용인시 처인구 남사읍 한숲로57번길 17 처인중학교,37.15409553,127.1685666,남사읍 아곡리,남사읍
도현중학교,경기도 용인시 처인구 모현읍 왕산로 15,37.34618306,127.2569538,모현읍 왕산리,모현읍
용인솔빛중학교,경기도 용인시 처인구 낙은로 98(역북동),37.24476629,127.1950999,역북동,역북동
